username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Nath92798323,Je partage de tout...sauf #lrem 😁,,1383,1565,162687,2018-12-30 15:52:49,2021-01-13 10:17:43,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
PiedmontYan,"politiquement incorrect mais j’enrichis le pays depuis toujours, ce que les colons viennent piller.",Chez les bourges,1582,796,12676,2019-08-30 13:06:14,2021-01-13 10:17:26,28,"Vaccination :
Suppression du consentement voulu par Macron 
Si nous acceptons de perdre le contrôle de notre corps la Dictature ne marche plus, elle court.
#COVID19 #vaccination https://t.co/xsbmbPWArC",[]
elnandowa,"bloqué par Taha Bouhafs, Nicolas Dupont-Aignan,  Bruno Gaccio","Hérault, Languedoc-Roussillon",1232,277,4116,2011-10-12 20:58:31,2021-01-13 10:17:21,0,"@JLMelenchon Votre médecin traitant, qui est un vilain médecin libéral privé n'a-t-il pas accès complet à votre dossier médical intime? Et votre pharmacien n'est-il pas une entreprise privée qui a accès à votre carte vitale! QUELLE HORREUR! Vs êtes DEMAGO #Doctolib #vaccination #Melenchon","[{'text': 'Doctolib', 'indices': [256, 265]}, {'text': 'vaccination', 'indices': [266, 278]}, {'text': 'Melenchon', 'indices': [279, 289]}]"
SBeaulieux,,,934,127,36147,2015-09-03 09:09:19,2021-01-13 10:17:17,39,"Ben non les covidiots! Le gouvernement fait ça pour nous protéger ! 🐑

#COVID19 #COVID #Macron #vaccincovid #coronavirus #confinement3 https://t.co/GE3hoBoYba","[{'text': 'COVID19', 'indices': [88, 96]}, {'text': 'COVID', 'indices': [97, 103]}, {'text': 'Macron', 'indices': [104, 111]}, {'text': 'vaccincovid', 'indices': [112, 124]}, {'text': 'coronavirus', 'indices': [125, 137]}]"
cd_land,"Observatrice de la vie publique. 
Ex entrepreneur consultant formateur. 

Libérale, Humaniste, Centre Droit🚶‍♀ #Agir 
#Macron2022 #Reverso2026 #Philippe2027","Nice, France - Côte d'Azur",2989,5622,309652,2009-04-21 16:47:17,2021-01-13 10:16:58,14,"Mais quel faux-cul ce @RenaudMuselier : il critique en caricaturant tout ce que fait le gouvt (à l'instant /@BFMTV ) et ose dire ensuite ""nous on est là pour l'aider"". 😡

Jamais je ne voterai pour ce #LR raoultien dont le comportement est à gerber depuis le début du #Covid_19 🤮","[{'text': 'LR', 'indices': [200, 203]}, {'text': 'Covid_19', 'indices': [267, 276]}]"
Carline_LN,Juriste • Conseillère de Paris • Élue @mairie17 #Paris17 #ESS #EconomieCirculaire #LegendreLevis • @LesCentristes_ @nos_territoires @LesCentristes75,Paris 17ème ,2697,1816,12145,2009-03-29 22:38:04,2021-01-13 10:16:47,9,"#Covid19 #Vaccination #Défense #Opex #PjlPrincipesRepublicains 
@Herve_Morin est aujourd'hui à 12h30 l'invité politique de @Rudy_Saada sur @RCJRADIO. https://t.co/iikS0XN6sn","[{'text': 'Covid19', 'indices': [20, 28]}, {'text': 'Vaccination', 'indices': [29, 41]}, {'text': 'Défense', 'indices': [42, 50]}, {'text': 'Opex', 'indices': [51, 56]}, {'text': 'PjlPrincipesRepublicains', 'indices': [57, 82]}]"
GizorKista,"#Patriote 🇨🇵
Gab : https://t.co/U9weNc3Pp5
Youtube : https://t.co/oNmXW8F91B?amp=1",,737,487,5909,2019-06-25 19:29:41,2021-01-13 10:16:43,0,"Pour qui travaille Macron ? 
#vaccination #sanofi #scandale
https://t.co/MXSrB26vMu","[{'text': 'vaccination', 'indices': [29, 41]}, {'text': 'sanofi', 'indices': [42, 49]}, {'text': 'scandale', 'indices': [50, 59]}]"
Paultable521,,,2395,707,47047,2020-03-11 15:13:12,2021-01-13 10:16:17,16,Des nouvelles de Mauricette ? #vaccination,"[{'text': 'vaccination', 'indices': [42, 54]}]"
Jemensbalec,,,284,106,16560,2009-05-31 10:15:05,2021-01-13 10:16:13,613,"Début de #vaccination raté : #Macron foudroie #Veran dans les médias, mais lui envoie en coulisse un sms d’encouragement : “On les aura, ces connards”. 
Tout est dit !

src : Le Point

https://t.co/S47FYRYCvC","[{'text': 'vaccination', 'indices': [29, 41]}, {'text': 'Macron', 'indices': [49, 56]}, {'text': 'Veran', 'indices': [66, 72]}]"
PatrickBuatois,#insoumis,"Bourgogne, France",128,986,216483,2015-12-29 11:21:55,2021-01-13 10:16:12,8,"Plus il y aura de transparence, plus la population sera en acceptation, et plus le processus de protection de l'ensemble de la population fonctionnera.
Aujourd'hui ""nous n'avons pas à rougir"", dixit M. Castex, mais demain je ne sais pas.
#LCI #vaccination https://t.co/XjAZfaUVUV",[]
LionelREICHARDT,#esante #hcsmeufr coordinator blogger #digitalhealth #hcsmeu https://t.co/VMN44xu692 https://t.co/aC7LiDpMxT,Paris - France,28700,45607,120878,2011-08-10 12:13:15,2021-01-13 10:16:11,1,"Les dossiers pour le projet #INNOVaccins sont en cours d'analyse par notre pré-jury d'experts. Ils évaluent la pertinence des projets destinés à lever les freins organisationnels de la #vaccination.

Nous vous dévoilerons bientôt les start-ups finalistes.
https://t.co/elqNobQABy https://t.co/caKb29dDqf","[{'text': 'INNOVaccins', 'indices': [47, 59]}]"
RongierMatheo,"Jeune engagé, passé par @AssembleeNat
Rassembler et bâtir la France de demain !

Membre de @rassemblons1
Adhérent @lesRepublicains


https://t.co/zGtf5C5kaT","Tournon-sur-Rhône, France",239,41,1124,2019-11-25 12:16:27,2021-01-13 10:15:51,28,"💬 @JeanLeonetti : « Le #confinement est une méthode archaïque nécessaire lorsqu’il n’y a pas d’autres solutions. Aujourd’hui, il y a une solution : la #vaccination. Pour sortir de cette crise, il faut vacciner massivement et rapidement. » #Covid19 https://t.co/Z61hL01LHg","[{'text': 'confinement', 'indices': [44, 56]}]"
GabyPenn_ar_bed,"De droite. Semper fidelis @ForceRep_fr @aunomdelafr @valerieboyer13 @BrunoRetailleau @fxbellamy
#emojibzh",Paris-Brest 🍮,3061,2874,8799,2016-07-11 18:10:21,2021-01-13 10:15:35,0,"@ParisMatch Les français sont vaccinés contre la manipulation des #MediasServiles
#ToutSaufMacron #vaccination 
#CriseSanitaire #CriseDeLaCom","[{'text': 'MediasServiles', 'indices': [66, 81]}, {'text': 'ToutSaufMacron', 'indices': [82, 97]}, {'text': 'vaccination', 'indices': [98, 110]}, {'text': 'CriseSanitaire', 'indices': [112, 127]}, {'text': 'CriseDeLaCom', 'indices': [128, 141]}]"
jeanprieur20238,"Republicain,j'ai voté macron, et je suis allergique aux extrêmes,et défenseur de la cause animale","Morsiglia,  (cap corse  France",1817,2637,12123,2017-11-15 12:47:31,2021-01-13 10:15:33,24,"Il faut prévenir #NadineMorano que le temps de l'indignation est dépassé: le rythme de la #vaccination française est désormais plus rapide que chez ses voisins: + de 51.000 en 24h. Bref, elle va devoir se taire ou trouver autre chose. https://t.co/SkmjdPxnjr","[{'text': 'NadineMorano', 'indices': [32, 45]}, {'text': 'vaccination', 'indices': [105, 117]}]"
Tofb1900,"L'homme le plus indépendant est encore l'esclave de l 'air qu' il respire.
#JambonBeurre","Doubs, France",520,463,1798,2019-12-10 06:16:36,2021-01-13 10:15:29,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
JM_Lancel,#Sculpture #Langage @GenerationsMvt #6eRépublique #NonàlaHaine,"Cachan, France",1427,445,3506,2014-01-21 18:40:01,2021-01-13 10:15:23,14,"Monsieur le Premier Ministre, la ville de #Cachan est prête à accueillir un centre de vaccination ! #Covid_19 https://t.co/dYbBzVm5Fl","[{'text': 'Cachan', 'indices': [60, 67]}, {'text': 'Covid_19', 'indices': [118, 127]}]"
JulieDupouy,médecin généraliste MCU-MG #dumgtoulouse #soinspremiers #santémentale #addiction #bientotenMSPU?,Toulouse,824,378,1914,2013-04-18 18:11:52,2021-01-13 10:15:20,5,"Questionnaire du @CNGE_France à destination des médecins généralistes : 

Soins Premiers et Stratégie Vaccinale anti-#COVID19
Chères consœurs, chers confrères,

La #vaccination contre la #COVID19 est au cœur de l’actualité. La place des médecins #généralistes est au centre 1/",[]
Verite2022,"*** Liberté Egalité Vérité 2022 **
Pour un Monde d'Honnêteté.
Car toute Expérience basée sur le Mensonge est vouée à échouer.",France,80,487,4647,2020-07-30 19:38:10,2021-01-13 10:15:02,4,Donc en ce moment sous le hashtag #vaccincovid #jesuisvaccine vous pourrez voir tous les torses de quinquagénaire et le cul de @wargonm,"[{'text': 'vaccincovid', 'indices': [53, 65]}, {'text': 'jesuisvaccine', 'indices': [66, 80]}]"
bertrandbea2,De droite .,,1200,1087,71546,2017-03-02 18:45:42,2021-01-13 10:15:00,10,"#Veran et #Macron sont nous dit-on au taquet sur la #vaccination
La preuve, insiste-t-on, les 50 000 vaccinations par jour depuis hier ! 
Sauf qu'à ce rythme-là pour vacciner seulement 60 % de la population il faudrait plus de 700 jours soit approximativement 2 ans !","[{'text': 'Veran', 'indices': [17, 23]}, {'text': 'Macron', 'indices': [27, 34]}, {'text': 'vaccination', 'indices': [69, 81]}]"
ConstanceLeGrip,Députée des Hauts-de-Seine - VP Com Aff culturelles/Éducation - Conseillère municipale de #Neuillysurseine - membre BP @lesrepublicains - Ex députée européenne,Neuilly - Puteaux - Courbevoie,1191,10557,14909,2011-07-20 08:44:10,2021-01-13 10:14:54,28,"💬 @JeanLeonetti : « Le #confinement est une méthode archaïque nécessaire lorsqu’il n’y a pas d’autres solutions. Aujourd’hui, il y a une solution : la #vaccination. Pour sortir de cette crise, il faut vacciner massivement et rapidement. » #Covid19 https://t.co/Z61hL01LHg","[{'text': 'confinement', 'indices': [44, 56]}]"
aub_alexandre,"28 ans - Acteur de la société civile, membre actif de divers associations en Région Sud - Mes tweets n'engagent que moi !","Marseille, France",62,2248,1054,2015-04-20 19:32:30,2021-01-13 10:14:54,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
RongierMatheo,"Jeune engagé, passé par @AssembleeNat
Rassembler et bâtir la France de demain !

Membre de @rassemblons1
Adhérent @lesRepublicains


https://t.co/zGtf5C5kaT","Tournon-sur-Rhône, France",239,41,1124,2019-11-25 12:16:27,2021-01-13 10:14:43,19,"#Vaccination : nous devons accélérer !!
❌ 87% des doses de vaccin aujourd'hui disponibles sur notre territoire dorment encore dans les supercongélateurs...
❌ Nous attendons toujours la réponse du ministre O. Véran ... 

Retrouvez ci-dessous nos propositions @Republicains_An ⤵️ https://t.co/dajlwcBqwE","[{'text': 'Vaccination', 'indices': [16, 28]}]"
surrocahenri,🦁,france,4927,1765,309976,2013-07-01 07:52:49,2021-01-13 10:14:43,8,"#Europe : la #vaccination à plusieurs vitesses: trente fois plus vite en #Allemagne qu'en #France?  Quel #vaccin privilégie l'#UE? https://t.co/ZHcDxcrH85 via @FRANCE24 avec @Andreas_Schwab @PPE, @sylvieguillaume @PES_PSE et @ph_lamberts @GreensEFA  débat sur @publicsenat","[{'text': 'Europe', 'indices': [19, 26]}, {'text': 'vaccination', 'indices': [32, 44]}, {'text': 'Allemagne', 'indices': [92, 102]}, {'text': 'France', 'indices': [109, 116]}, {'text': 'vaccin', 'indices': [124, 131]}]"
Kurojin9,はなのいろは,France,242,113,10393,2013-09-11 16:51:04,2021-01-13 10:14:35,16,Des nouvelles de Mauricette ? #vaccination,"[{'text': 'vaccination', 'indices': [42, 54]}]"
Mortalkastor13,,,134,39,112,2013-10-13 17:28:23,2021-01-13 10:14:21,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
lesRepublicains,Rassembler et bâtir la France de demain. #JeRejoinsLR,France,4067,290567,42975,2009-12-08 16:49:56,2021-01-13 10:14:16,19,"#Vaccination : nous devons accélérer !!
❌ 87% des doses de vaccin aujourd'hui disponibles sur notre territoire dorment encore dans les supercongélateurs...
❌ Nous attendons toujours la réponse du ministre O. Véran ... 

Retrouvez ci-dessous nos propositions @Republicains_An ⤵️ https://t.co/dajlwcBqwE","[{'text': 'Vaccination', 'indices': [16, 28]}]"
frbruneteaux,"Conseillère régionale PACA, adjointe au maire  de Cannes.",Cannes,662,1466,2932,2014-12-14 16:46:14,2021-01-13 10:13:46,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
isasavon,"Conseillère Régionale Déléguée à l'Economie Conseillère Métropolitaine et Municipale déléguée à l'Education, Crèches, Petite Enfance en mairie 11/12",,411,1522,2074,2012-02-08 15:10:42,2021-01-13 10:13:45,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
LampePro,JE DETESTE MACRON. J'aime la France et je respecte la république . Je suis de droite et fière de mon pays. Je mange un   jambon/beurre . Je soutiens la police !,,115,48,2455,2020-05-05 12:56:44,2021-01-13 10:13:30,28,"💬 @JeanLeonetti : « Le #confinement est une méthode archaïque nécessaire lorsqu’il n’y a pas d’autres solutions. Aujourd’hui, il y a une solution : la #vaccination. Pour sortir de cette crise, il faut vacciner massivement et rapidement. » #Covid19 https://t.co/Z61hL01LHg","[{'text': 'confinement', 'indices': [44, 56]}]"
AvoSial,AvoSial - Avocats spécialistes en droit du travail conseillant et défendant au quotidien les entreprises. #RH #Droit #Travail LinkedIn : https://t.co/i5ssxnPfgc,"Paris, France",639,2269,4835,2012-10-18 14:24:54,2021-01-13 10:13:28,0,"Puis-je mettre en place la #vaccination dans mon #entreprise ? Le point de vue de Viviane Stulz, membre d'@AvoSial https://t.co/pm9WuERm7E","[{'text': 'vaccination', 'indices': [27, 39]}, {'text': 'entreprise', 'indices': [49, 60]}]"
GV_1899,Passionné de foot et de l'OM ⚽️ | Forza OM #TeamOM,,285,188,6875,2013-04-01 17:01:49,2021-01-13 10:13:17,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
SBeaulieux,,,934,127,36147,2015-09-03 09:09:19,2021-01-13 10:13:10,25,"Message très important de Sidney Powell au peuple du monde, décrypter

#COVID19 #COVID #Macron #coronavirus #Vaccin #vaccination #confinement https://t.co/TRE0t4Vsrs","[{'text': 'COVID19', 'indices': [88, 96]}, {'text': 'COVID', 'indices': [97, 103]}, {'text': 'Macron', 'indices': [104, 111]}, {'text': 'coronavirus', 'indices': [112, 124]}, {'text': 'Vaccin', 'indices': [125, 132]}]"
ARS_OC,"L'Agence Régionale de Santé Occitanie pilote et met en œuvre la politique de #santé en région, en lien avec @MinSoliSante #Occitanie #MaSanté2022 #Prévention","Montpellier, France",422,13742,3291,2019-03-22 15:00:42,2021-01-13 10:13:05,2,"[#Covid19] Les opérations de #vaccination se poursuivent cette semaine en priorité pour les professionnels qui prennent soin de notre santé. La mobilisation des soignants est forte à l'exemple de la Maison médicale de garde Jean-Bouyer à @montpellier_.
https://t.co/BzONSNUOFo","[{'text': 'Covid19', 'indices': [1, 9]}, {'text': 'vaccination', 'indices': [29, 41]}]"
Blanche2Castiye,,,427,245,32957,2016-09-05 08:59:09,2021-01-13 10:12:38,28,"💬 @JeanLeonetti : « Le #confinement est une méthode archaïque nécessaire lorsqu’il n’y a pas d’autres solutions. Aujourd’hui, il y a une solution : la #vaccination. Pour sortir de cette crise, il faut vacciner massivement et rapidement. » #Covid19 https://t.co/Z61hL01LHg","[{'text': 'confinement', 'indices': [44, 56]}]"
QuaroVeronique,sous directrice de l'action sociale et des partenariats Carsat Nord-Est,,159,134,588,2020-01-20 14:52:29,2021-01-13 10:12:36,11,"La #vaccination pour les 75 ans et + a démarré au @CHRU_de_Nancy et dans le @Grand_Nancy 
 ℹ️ Dépose-minute mis en place au centre rue Lionnois @VilledeNancy pour améliorer l’accessibilité des personnes âgées.
Infos et prise de rendez-vous https://t.co/fUFSAGB28m
photo : A.Marchi https://t.co/yaxwBpj5VT","[{'text': 'vaccination', 'indices': [22, 34]}]"
aptitudenetwork,"#Aptitude, programme #POCTEFA, déploye des actions de #prévention de la #dépendance chez les #seniors et soutient la #silveréconomie 🇫🇷🇪🇸🇦🇩",Espagne / France / Andorre,322,247,1007,2018-06-20 08:37:31,2021-01-13 10:12:33,6,"💉#vaccincovid #cooperation #transfrontalier #hopital

La #vaccinationCovid s'organise dans l'espace #transfrontalier catalan à l'@HospiCerdanya où les personnels français 👨‍⚕️👩‍⚕️ ont été vaccinés. 
@ChPerpignan @ARS_OC  @MinSoliSante @salutcat 

#Avancem #Tenirensemble https://t.co/M5DUPc2Zrk","[{'text': 'vaccincovid', 'indices': [18, 30]}, {'text': 'cooperation', 'indices': [31, 43]}, {'text': 'transfrontalier', 'indices': [44, 60]}, {'text': 'hopital', 'indices': [61, 69]}, {'text': 'vaccinationCovid', 'indices': [74, 91]}, {'text': 'transfrontalier', 'indices': [117, 133]}]"
ramonabril24,Exsecretario   del  PP de  La  Garriga    y afiliado  al  pp y  pronto  presidente  del  pp de  la  garriga🇪🇺🇪🇸🇫🇷,"La Garriga, Cataluña ,España",5001,2836,97879,2013-11-05 21:30:02,2021-01-13 10:12:32,19,"#Vaccination : nous devons accélérer !!
❌ 87% des doses de vaccin aujourd'hui disponibles sur notre territoire dorment encore dans les supercongélateurs...
❌ Nous attendons toujours la réponse du ministre O. Véran ... 

Retrouvez ci-dessous nos propositions @Republicains_An ⤵️ https://t.co/dajlwcBqwE","[{'text': 'Vaccination', 'indices': [16, 28]}]"
Yoldie12,Presser que l'ordre de la République soit appliquée. « La droite doit être le parti de l'ordre » @vpecresse #SamuelPaty,"Levallois-Perret, France",9,10,624,2020-09-17 11:19:57,2021-01-13 10:12:32,19,"#Vaccination : nous devons accélérer !!
❌ 87% des doses de vaccin aujourd'hui disponibles sur notre territoire dorment encore dans les supercongélateurs...
❌ Nous attendons toujours la réponse du ministre O. Véran ... 

Retrouvez ci-dessous nos propositions @Republicains_An ⤵️ https://t.co/dajlwcBqwE","[{'text': 'Vaccination', 'indices': [16, 28]}]"
LegrouxVincent,le plus juste possible !,"Béthune, France",451,3445,600959,2015-08-02 17:21:49,2021-01-13 10:12:13,19,"#Vaccination : nous devons accélérer !!
❌ 87% des doses de vaccin aujourd'hui disponibles sur notre territoire dorment encore dans les supercongélateurs...
❌ Nous attendons toujours la réponse du ministre O. Véran ... 

Retrouvez ci-dessous nos propositions @Republicains_An ⤵️ https://t.co/dajlwcBqwE","[{'text': 'Vaccination', 'indices': [16, 28]}]"
MJBYMB,La censure est partout !,,93,77,245,2012-04-17 13:21:29,2021-01-13 10:12:06,0,"@VCorzeame @ElianeCarrier @jacquesderosier En Nord Isère, quand  la température de situe
 entre -5 et +5, il paraîtrait 
que les #COVID +
se transforment en #COVID -
une heure après la #vaccination","[{'text': 'COVID', 'indices': [129, 135]}, {'text': 'COVID', 'indices': [157, 163]}, {'text': 'vaccination', 'indices': [185, 197]}]"
YvPasco,"A la retraite depuis le 1er janvier 2016😎
Directeur de la Rédaction


Commencez à changer en vous ce que vous voulez changer autour de vous.  GANDHI","Dieppe, France",1801,1913,101388,2012-04-25 14:28:38,2021-01-13 10:11:50,16,#VaccinCOVID #Vaccination | Près de 190 000 personnes - dont quelque 51 000 rien qu'aujourd'hui - vaccinées parmi les publics prioritaires. L'objectif du million 💉 en fin de ce mois est tout à fait atteignable via @MinSoliSante c/ @olivierveran. https://t.co/KnfIS2L5D6,"[{'text': 'VaccinCOVID', 'indices': [21, 33]}, {'text': 'Vaccination', 'indices': [34, 46]}]"
WattrelotD,"Chargée de mission auprès du Chef de Cabinet de Renaud Muselier, Président de la Région Provence-Alpes-Côte d’Azur","Marseille, France",141,84,187,2018-11-08 15:14:51,2021-01-13 10:11:47,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
JeanBricmont,physicien,Bruxelles,132,2358,908,2014-03-05 16:21:11,2021-01-13 10:11:35,5,"Bon, moi je suis d’accord pour me faire vacciner. Aucune envie de me farcir cette cochonnerie et l’idée d’être (un peu) cobaye ne me gêne pas. Si on peut encore rendre service pourquoi pas. 
Mais si c’est pour croiser Couturier au théâtre, Oscours ! 
#vaccination https://t.co/ftZWDyJLxj",[]
Ptitesfourmis,"➡️ Atteinte de macronite aiguë
➡️ En lutte contre la désinformation des médias
➡️ Francais, ne vous laissez plus manipuler !",,1529,2063,173567,2013-03-11 16:33:20,2021-01-13 10:11:22,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
fredericdonnet,"Non, rien...",,1967,127,81968,2012-03-26 13:13:37,2021-01-13 10:11:13,18,"« Tiens bon, on les aura, ces connards », aurait écrit le président à O. #Veran 

Le nouvel échec du gouvernement en matière de #vaccination, n’a visiblement pas écorné la confiance d’E. #Macron en son ministre de la Santé. En atteste le texto qu’il lui a envoyé, relate #LePoint. https://t.co/arNxXBhY6I","[{'text': 'Veran', 'indices': [88, 94]}]"
LegrouxVincent,le plus juste possible !,"Béthune, France",451,3445,600959,2015-08-02 17:21:49,2021-01-13 10:11:12,3,"Un nouveau badge✅ pour la vaccination au CHU de Lille !
N'hésitez pas à nous envoyer vos photos avec le vôtre 😉
#vaccination #COVID19 https://t.co/apNTOi2tYZ","[{'text': 'vaccination', 'indices': [127, 139]}]"
Phil_Maurizot,"Conseiller Régional Provence, Alpes, Côte-d'Azur - VP Com. Eco., Indus., Nlles Techno. - Pdt de FLEXGRID - Membre CS GPMM et CNR - C. municipal de Fos-sur-Mer",Fos-sur-Mer,470,496,843,2011-09-04 16:46:55,2021-01-13 10:11:06,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
oukoukes,,,1063,732,166956,2014-05-02 18:15:16,2021-01-13 10:11:00,19,"#Vaccination : nous devons accélérer !!
❌ 87% des doses de vaccin aujourd'hui disponibles sur notre territoire dorment encore dans les supercongélateurs...
❌ Nous attendons toujours la réponse du ministre O. Véran ... 

Retrouvez ci-dessous nos propositions @Republicains_An ⤵️ https://t.co/dajlwcBqwE","[{'text': 'Vaccination', 'indices': [16, 28]}]"
1erdegreactu,"Fil d'actualités du 1er degré #1D (préélémentaire et élémentaire) pour s’informer, partager et échanger. Aime RT les enseignants et les projets d'élèves.","Paris, France",210,500,39,2017-02-20 17:00:38,2021-01-13 10:10:51,0,"Actu via @franceinfo : #COVID_19 ""On pense que les données anglaises sur la pénétration du virus ne sont pas suffisamment claires pour nous pousser à fermer les écoles en France"", a expliqué Jean-Fran… https://t.co/a6hiM34jkY","[{'text': 'COVID_19', 'indices': [23, 32]}]"
YvPasco,"A la retraite depuis le 1er janvier 2016😎
Directeur de la Rédaction


Commencez à changer en vous ce que vous voulez changer autour de vous.  GANDHI","Dieppe, France",1801,1913,101388,2012-04-25 14:28:38,2021-01-13 10:10:50,9,"Le site https://t.co/W8PirKxmqH 🇫🇷  s'enrichit.
Outre les informations sur sites de vaccination, il intègre du #crowdsourcing ( info founie par les usagers) pour porter à connaissance le niveau d'affluence dans les centres de dépistages.
#vaccination #test #covid #data https://t.co/7WCES6wD69",[]
maxn002,,,440,310,57199,2013-12-06 11:10:11,2021-01-13 10:10:50,8,"Plus il y aura de transparence, plus la population sera en acceptation, et plus le processus de protection de l'ensemble de la population fonctionnera.
Aujourd'hui ""nous n'avons pas à rougir"", dixit M. Castex, mais demain je ne sais pas.
#LCI #vaccination https://t.co/XjAZfaUVUV",[]
emmanuelle_IDE,"infirmière, botaniste à ses heures perdues",,103,232,896,2020-05-21 19:50:51,2021-01-13 10:10:45,17,"#COVID_19 – 🔴 Delfraissy met la pression sur l'exécutif et demande des mesures rapides

«Je suis très préoccupé par ce variant anglais, plus vite on prend des décisions plus elles vont être efficaces», a expliqué le président du conseil scientifique. ⤵ https://t.co/GQ6aW70QtT","[{'text': 'COVID_19', 'indices': [10, 19]}]"
DubyMuller,Député 🇫🇷/ Conseiller départemental du @Dep_74 /Vice-Président @LesRepublicains,Haute-Savoie,5348,17307,9241,2012-03-20 17:25:40,2021-01-13 10:10:39,19,"#Vaccination : nous devons accélérer !!
❌ 87% des doses de vaccin aujourd'hui disponibles sur notre territoire dorment encore dans les supercongélateurs...
❌ Nous attendons toujours la réponse du ministre O. Véran ... 

Retrouvez ci-dessous nos propositions @Republicains_An ⤵️ https://t.co/dajlwcBqwE","[{'text': 'Vaccination', 'indices': [0, 12]}]"
NMaria443,,,550,942,163337,2015-01-28 17:56:33,2021-01-13 10:10:28,15,"#Vaccination 
Aujourd'hui à l'@AssembleeNat en tant que députés #LR @Republicains_An nous avons relayé nos demandes pour une politique de vaccination anti Covid19 plus efficace et plus rapide. Zéro réponse satisfaisante d' @olivierveran . https://t.co/5N34ILp4Kp","[{'text': 'Vaccination', 'indices': [21, 33]}, {'text': 'LR', 'indices': [85, 88]}]"
npouzyreff78,Députée des Yvelines #circo7806 LREM | Membre @AN_Defense | Membre HCTISN #NucléaireCivil | Responsable #PESC @enmarchefr #EuropedelaDéfense #LoiRecherche,Saint-Germain-en-Laye,1449,7322,6946,2017-05-15 13:52:03,2021-01-13 10:10:14,0,"La campagne de #vaccination se déploie en toute transparence.

@olivierveran https://t.co/kgGiSprvCX","[{'text': 'vaccination', 'indices': [15, 27]}]"
